date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,risk_management_investment,guarantee_investment,loan_investment,equity_investment,total_investment
2016-04-19T00:00:00Z,Montenegro,MNE,Financial Institutions,Alter Modus,37435,ALTER MODUS D.O.O.,Active,NA,NA,4.46,NA,4.46
2016-04-14T00:00:00Z,India,IND,Health and Education,Regency Hospital,35989,REGENCY HOSPITAL LIMITED,Active,NA,NA,NA,9.07,9.07
2016-04-14T00:00:00Z,Argentina,ARG,Financial Institutions,Galicia CL III,38134,BANCO DE GALICIA Y BUENOS AIRES S.A.,Active,NA,NA,130,NA,130
2016-04-13T00:00:00Z,Myanmar,BUA,Financial Institutions,Maha MicroFinance,38031,MAHA AGRICULTURE PUBLIC COMPANY LIMITED,Active,NA,NA,2,1.5,3.5
2016-04-13T00:00:00Z,Vietnam,VNM,Financial Institutions,VPBank Senior Loan,38038,VIETNAM PROSPERITY JOINT STOCK COMMERCIAL BANK,Active,NA,NA,50,NA,50
2016-04-13T00:00:00Z,"Egypt, Arab Republic of",EGT,Funds,Flat6Labs Accelerator Company S.A.E.,38087,FLAT6LABS ACCELERATOR FOR IT AND PROJECT MANAGEMENT SAE,Active,NA,NA,NA,30,30
2016-04-13T00:00:00Z,Mongolia,MNG,Financial Institutions,Khan Bank Syndication Loan,38121,KHAN BANK LLC,Active,NA,NA,40,NA,40
2016-04-12T00:00:00Z,India,IND,Funds,Plenty Fund I,37348,PLENTY PRIVATE EQUITY FUND I LIMITED,Active,NA,NA,NA,25.4,25.4
2016-04-12T00:00:00Z,South Africa,SOU,Financial Institutions,Nelson,37402,NET 1 UEPS TECHNOLOGIES INC.,Active,NA,NA,NA,30,30
2016-04-11T00:00:00Z,India,IND,Financial Institutions,HFC Facility,37555,MOTILAL OSWAL HOME FINANCE LIMITED,Pending Approval,NA,NA,37.53,NA,37.53
2016-04-08T00:00:00Z,Cambodia,KAM,Financial Institutions,HKL AB Loan,38239,Hattha Kaksekar Limited,Active,NA,NA,20,NA,20
2016-04-04T00:00:00Z,Tanzania,TAN,"Tourism, Retail, and Property",Peninsula Plaza Ltd,33972,PENINSULA PLAZA LIMITED,Pending Approval,NA,NA,17.5,NA,17.5
2016-04-04T00:00:00Z,Turkey,TUR,Infrastructure,Karaca Hydro,37872,KREMNA ENERJI URETIM VE TICARET A.S.,Active,NA,NA,47,NA,47
2016-04-01T00:00:00Z,Chile,CHL,Financial Institutions,Lauca,37622,Consorcio Financiero S.A.,Active,NA,NA,NA,100,100
2016-03-31T00:00:00Z,India,IND,Financial Institutions,Shriram TFC NCD,37767,SHRIRAM TRANSPORT FINANCE COMPANY LIMITED,Active,NA,NA,98.09,NA,98.09
2016-03-30T00:00:00Z,China,CHA,Financial Institutions,DARP ADM II,37982,ADM CAPITAL,Active,NA,NA,50,NA,50
2016-03-29T00:00:00Z,Vietnam,VNM,Funds,DCGCapitalMarket,37669,DRAGON CAPITAL GROUP LIMITED,Active,NA,NA,50,NA,50
2016-03-29T00:00:00Z,Chile,CHL,Financial Institutions,ComparaOnline EQ,38037,COMPARA ONLINE,Active,NA,NA,NA,5,5
2016-03-28T00:00:00Z,China,CHA,Financial Institutions,CFPA Equity II,38028,"CFPA MICROFINANCE MANAGEMENT CO., LTD.",Active,NA,NA,NA,25,25
2016-03-25T00:00:00Z,Indonesia,INS,Health and Education,SIS school,37139,SOUTHGATE VENTURES PTE LTD,Active,NA,NA,20,NA,20
2016-03-25T00:00:00Z,Panama,PAN,Infrastructure,AES Panama LNG,37456,GAS NATURAL ATLANTICO S. DE R.L.,Active,6,NA,144,NA,150
2016-03-25T00:00:00Z,China,CHA,Financial Institutions,CHG Loan,37869,CHONGQING ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE HOUZE SMALL LOAN COMPANY LIMITED,Active,NA,NA,40,20,60
2016-03-24T00:00:00Z,Haiti,HAI,Financial Institutions,ACME Haiti,34631,ACTION POUR LA COOPERATION AVEC LA MICRO ENTREPRISE SA,Pending Approval,NA,NA,5,NA,5
2016-03-24T00:00:00Z,"Egypt, Arab Republic of",EGT,Financial Institutions,AAIB SL,37161,ARAB AFRICAN INTERNATIONAL BANK,Active,NA,NA,100,NA,100
2016-03-23T00:00:00Z,Peru,PER,Financial Institutions,BanBif Subdebt 3,37801,Banco Interamericano de Finanzas,Hold,NA,NA,NA,NA,NA
2016-03-23T00:00:00Z,World Region,WLD,Financial Institutions,GTLP UniCredit,38086,UNICREDIT SPA,Completed,NA,250,NA,NA,250
2016-03-22T00:00:00Z,Chile,CHL,Financial Institutions,Tanner CL II,37934,Tanner Servicios Financieros S.A.,Active,NA,NA,50,NA,50
2016-03-21T00:00:00Z,Papua New Guinea,PAP,Financial Institutions,BSP PNG A Loan,37706,BANK OF SOUTH PACIFIC LIMITED,Active,NA,NA,30,NA,30
2016-03-21T00:00:00Z,Lao People's Democratic Republic,LAO,Financial Institutions,BFL Loan,38024,BANQUE FRANCO-LAO LTD,Completed,NA,NA,15,NA,15
2016-03-18T00:00:00Z,Western Africa Region,WAN,Funds,AFIG Fund II,37643,AFIG FUND II LP,Active,NA,NA,NA,15,15
2016-03-18T00:00:00Z,Romania,ROM,Health and Education,MedLife IV,37926,MEDLIFE SA,Completed,NA,NA,11.11,NA,11.11
2016-03-18T00:00:00Z,Nigeria,NIR,Infrastructure,Indorama Port,38096,OIS INDORAMA PORT LIMITED,Completed,NA,NA,52.5,NA,52.5
2016-03-18T00:00:00Z,Cambodia,KAM,Financial Institutions,Prasac AB Loan,38235,PRASAC MICROFINANCE INSTITUTION LIMITED,Active,NA,NA,20,NA,20
2016-03-17T00:00:00Z,China,CHA,Manufacturing,Envision,36094,Envision Energy Limited,Active,NA,NA,50,NA,50
2016-03-17T00:00:00Z,India,IND,Manufacturing,DCM Shriram Limited Bharuch II,36511,DCM SHRIRAM LIMITED,Active,NA,NA,60,NA,60
2016-03-17T00:00:00Z,Kenya,KEN,Health and Education,Insta II,37870,INSTA PRODUCTS (EPZ) LTD,Active,NA,NA,3.5,NA,3.5
2016-03-16T00:00:00Z,India,IND,Health and Education,HCG,37903,HEALTHCARE GLOBAL ENTERPRISES LIMITED,Active,NA,NA,NA,19.9,19.9
2016-03-16T00:00:00Z,Africa Region,AFR,Funds,Adenia IV,38040,ADENIA CAPITAL IV LP,Active,NA,NA,NA,22.29,22.29
2016-03-14T00:00:00Z,Jordan,JOR,Agribusiness and Forestry,MENA Hygienic Holding Group,35953,FINE HYGIENIC HOLDING GROUP LIMITED,Active,NA,NA,35,NA,35
2016-03-11T00:00:00Z,World Region,WLD,Financial Institutions,CCFP BTMU-II,37699,"MUFG BANK, LTD.",Completed,NA,100,NA,NA,100
2016-03-08T00:00:00Z,World Region,WLD,Infrastructure,MCPP Infrastructure,37488,EASTSPRING INFRASTRUCTURE DEBT FUND,Active,NA,NA,0,125,125
2016-03-07T00:00:00Z,Ecuador,ECU,Health and Education,Fybeca,37855,PROVEFARMA SA,Active,NA,NA,30,NA,30
2016-03-04T00:00:00Z,Turkey,TUR,Funds,Mediterra CP II,37507,MEDITERRA CAPITAL PARTNERS II LP,Active,NA,NA,NA,16.67,16.67
2016-03-03T00:00:00Z,Jordan,JOR,Funds,Foursan Capital Partners  II,36220,Foursan Capital Partners II,Active,NA,NA,NA,20,20
2016-03-02T00:00:00Z,Nigeria,NIR,Agribusiness and Forestry,Promasidor Nigeria Limited,37143,PROMASIDOR NIGERIA LIMITED,Active,NA,NA,25,NA,25
2016-03-01T00:00:00Z,Turkey,TUR,Funds,Revo Capital Fund I B.V.,37661,REVO CAPITAL,Active,NA,NA,NA,8,8
2016-02-29T00:00:00Z,China,CHA,Financial Institutions,Welab,37911,WELAB HOLDINGS LIMITED,Active,NA,NA,NA,10,10
2016-02-26T00:00:00Z,Turkey,TUR,"Tourism, Retail, and Property",Ronesans Holding A.S.,36747,RONESANS HOLDING ANONIM SIRKETI,Active,NA,NA,NA,215,215
2016-02-26T00:00:00Z,China,CHA,Health and Education,Eurasia University,37659,Xi'An Eurasia University,Active,NA,NA,34.72,NA,34.72
2016-02-26T00:00:00Z,Argentina,ARG,Health and Education,USAL Exp,37778,ASOCIACION CIVIL UNIVERSIDAD DEL SALVADOR,Active,NA,NA,10,NA,10
2016-02-25T00:00:00Z,Paraguay,PAR,Agribusiness and Forestry,Agrofertil Ext,37602,AGROFERTIL S.A.,Active,NA,NA,80,NA,80
2016-02-24T00:00:00Z,Argentina,ARG,Manufacturing,Axion,36221,AXION ENERGY ARGENTINA S.A.,Active,NA,NA,95,NA,95
2016-02-24T00:00:00Z,China,CHA,Financial Institutions,Lionbridge Loan,37919,LIONBRIDGE FINANCING LEASING (CHINA) CO LTD,Completed,NA,NA,19.89,NA,19.89
2016-02-23T00:00:00Z,Myanmar,BUA,Agribusiness and Forestry,Myanma Awba Group Company Limited,35880,"MYANMA AWBA GROUP CO., LTD",Active,NA,NA,10,NA,10
2016-02-19T00:00:00Z,India,IND,Agribusiness and Forestry,ESIP Lenskart,37742,LENSKART SOLUTIONS PRIVATE LIMITED,Active,NA,NA,NA,25.87,25.87
2016-02-18T00:00:00Z,Bangladesh,BAN,Financial Institutions,City Bank Equity,34902,THE CITY BANK LIMITED,Active,NA,NA,20,16.87,36.87
2016-02-17T00:00:00Z,Cameroon,CAM,Financial Institutions,BICEC SL,37693,BANQUE INTERNATIONALE DU CAMEROUN POUR L'EPARGNE ET LE CREDIT SA,Pending Approval,NA,NA,NA,NA,NA
2016-02-16T00:00:00Z,Africa Region,AFR,"Tourism, Retail, and Property",CFAO SGI Africa,37613,SGI AFRICA SASU,Pending Approval,NA,NA,NA,66.91,66.91
2016-02-12T00:00:00Z,Cote d'Ivoire,IVC,Financial Institutions,MicroCred CI SL,37772,BAOBAB COTE D'IVOIRE,Active,NA,NA,5.1,NA,5.1
2016-02-10T00:00:00Z,Nigeria,NIR,Financial Institutions,Grooming II,37832,GROOMING PEOPLE FOR BETTER LIVELIHOOD CENTRE,Active,NA,NA,4.76,NA,4.76
2016-02-08T00:00:00Z,World Region,WLD,Financial Institutions,GTLP-SMBC,37978,SUMITOMO MITSUI BANKING CORPORATION,Active,NA,0,500,NA,500
2016-02-05T00:00:00Z,Brazil,BRA,"Telecommunications, Media, and Technology",Phoenix Tower BR,36722,PHOENIX TOWERS PARTICIPACOES S.A.,Active,NA,NA,62.94,NA,62.94
2016-02-05T00:00:00Z,India,IND,Infrastructure,OAWPL and OAPWPL,37086,OSTRO ANDHRA WIND PRIVATE LIMITED,Active,NA,NA,60.4,NA,60.4
2016-02-05T00:00:00Z,Vietnam,VNM,Infrastructure,GEC,37567,GIA LAI ELECTRICITY JOINT STOCK COMPANY,Active,NA,NA,NA,9.98,9.98
2016-02-05T00:00:00Z,India,IND,Health and Education,SRF India BOPET,37933,SRF LIMITED,Active,NA,NA,40,NA,40
2016-02-05T00:00:00Z,Brazil,BRA,Financial Institutions,Guia Bolso,38020,GUIABOLSO FINANCAS CORRESPONDENTE BANCARIO E SERVICOS LTDA,Active,NA,NA,NA,4,4
2016-02-04T00:00:00Z,World Region,WLD,Manufacturing,Canadian Solar,36142,Canadian Solar Inc.,Active,NA,NA,40,20,60
2016-02-02T00:00:00Z,Cote d'Ivoire,IVC,Agribusiness and Forestry,Barry Callebaut Cote d'Ivoire RSF,36210,SOCIETE IVOIRIENNE DE CACAO BIOPARTENAIRE,Active,NA,4.5,NA,NA,4.5
2016-02-01T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Bauducco III,37708,Pandurata Alimentos Ltda.,Active,NA,NA,40,NA,40
2016-01-29T00:00:00Z,World Region,WLD,Agribusiness and Forestry,Ecom Corp Loan,36815,ECOM Agroindustrial Corp. Limited,Active,NA,NA,50,NA,50
2016-01-28T00:00:00Z,Myanmar,BUA,Infrastructure,Myanmar Port,37126,MYANMA ANNAWA SWAN:A: SHIN GROUP (S) COMPANY LIMITED,Completed,NA,NA,80,NA,80
2016-01-21T00:00:00Z,Mozambique,MOZ,Infrastructure,Mocuba Solar,36787,Mocuba Solar PV,Active,2,NA,21,NA,23
2016-01-20T00:00:00Z,China,CHA,Infrastructure,Canvest WTE,36962,CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED,Active,NA,NA,103.99,NA,103.99
2016-01-20T00:00:00Z,China,CHA,Funds,Principle IV,37651,PRINCIPLE CAPITAL FUND IV LP,Active,NA,NA,NA,30,30
2016-01-19T00:00:00Z,Vietnam,VNM,"Telecommunications, Media, and Technology",Golden Towers,37255,ACL ASEAN Tower Holdco Limited,Hold,NA,NA,NA,NA,NA
2016-01-14T00:00:00Z,Jordan,JOR,Infrastructure,FRV Solar Jordan,36877,FRV SOLAR HOLDINGS IX BV/JORDAN,Active,2,NA,27.5,NA,29.5
2016-01-14T00:00:00Z,Indonesia,INS,"Tourism, Retail, and Property",Ciputra Res Loan,37122,"CIPUTRA RESIDENCE, PT",Active,NA,NA,30,20.31,50.31
2016-01-13T00:00:00Z,China,CHA,Funds,Sinovation Fund III,37897,SINOVATION FUND III LP,Active,NA,NA,NA,25,25
2016-01-11T00:00:00Z,Caribbean Region,CRB,Financial Institutions,DARP Adamantine,35994,ASCENDANCY CARIBBEAN I LTD,Active,NA,NA,46.67,23.33,70
2016-01-06T00:00:00Z,World Region,WLD,Agribusiness and Forestry,Olam II WC Loan,34841,OLAM INTERNATIONAL LIMITED,Active,NA,NA,100,NA,100
2016-01-06T00:00:00Z,Turkey,TUR,Infrastructure,MMI Metro Line,37093,METROPOLITAN MUNICIPALITY OF ISTANBUL,Active,NA,NA,65.49,NA,65.49
2016-01-05T00:00:00Z,China,CHA,Infrastructure,Best Logistics,37837,BEST LOGISTICS TECHNOLOGIES LIMITED,Active,NA,NA,NA,20,20
2015-12-29T00:00:00Z,World Region,WLD,Agribusiness and Forestry,Cofco Noble II,37939,COFCO AGRI LIMITED,Active,NA,NA,NA,36,36
2015-12-24T00:00:00Z,Ecuador,ECU,"Telecommunications, Media, and Technology",Otecel S.A.,27118,Otecel S.A.,Active,NA,NA,75,NA,75
2015-12-23T00:00:00Z,MENA Region,EMN,Funds,GC Credit  II,37441,"GC CREDIT OPPORTUNITIES FUND II, L.P.",Active,NA,NA,NA,25,25
2015-12-22T00:00:00Z,Argentina,ARG,Agribusiness and Forestry,MCanuelas,36533,MOLINO CANUELAS SACIFIA,Active,NA,NA,60,NA,60
2015-12-22T00:00:00Z,Africa Region,AFR,Funds,RMB Westport II,36987,RMB Westport Real Estate Development Fund II,Active,NA,NA,NA,40,40
2015-12-22T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Wow Nutrition,37070,WOW NUTRITION INDUSTRIA E COMERCIO SA,Active,NA,NA,15,40,55
2015-12-22T00:00:00Z,Colombia,CLM,Health and Education,Pontificia Universidad Javeriana,37307,PONTIFICIA UNIVERSIDAD JAVERIANA,Active,NA,NA,30,NA,30
2015-12-22T00:00:00Z,East Asia and Pacific Region,EAP,Funds,Berkeley REAF II,37536,"RENEWABLE ENERGY ASIA FUND II, L.P.",Active,NA,NA,NA,25,25
2015-12-21T00:00:00Z,Sri Lanka,SRI,"Tourism, Retail, and Property",Arpico Retail,33883,RICHARD PIERIS DISTRIBUTORS LIMITED,Active,NA,NA,7.5,NA,7.5
2015-12-21T00:00:00Z,Indonesia,INS,Manufacturing,EP Tyre I,37319,PT ELANGPERDANA TYRE INDUSTRY,Active,NA,NA,20,NA,20
2015-12-18T00:00:00Z,Sierra Leone,SIL,Infrastructure,CEC Africa,34971,CECA SL GENERATION LIMITED,Pending Approval,NA,NA,30,NA,30
2015-12-17T00:00:00Z,Indonesia,INS,Health and Education,BBraun Indonesia,37527,"B BRAUN MEDICAL INDONESIA, PT",Active,NA,NA,59.9,NA,59.9
2015-12-14T00:00:00Z,Tunisia,TUN,Financial Institutions,BTK SL,36720,BANQUE TUNISO- KOWEITINNE SA,Active,NA,NA,43.53,NA,43.53
2015-12-11T00:00:00Z,Ecuador,ECU,Financial Institutions,Pichincha ECU II,37502,Banco Pichincha CA,Completed,NA,NA,40,NA,40
2015-12-11T00:00:00Z,China,CHA,Funds,Genesis China,37884,GENESIS CAPITAL LTD,Active,NA,NA,NA,25,25
2015-12-10T00:00:00Z,Africa Region,AFR,Funds,Metier Capital Growth Fund II,37516,Metier Private Equity (Pty) Ltd,Active,NA,NA,NA,18.6,18.6
2015-12-07T00:00:00Z,Kazakhstan,KAZ,Financial Institutions,KMF-FY16,35747,MICROFINANCE ORGANIZATION KMF LLC,Active,NA,NA,44,NA,44
2015-12-07T00:00:00Z,Ecuador,ECU,Financial Institutions,Internac SEF,37590,Banco Internacional S.A.,Active,NA,NA,30,NA,30
2015-12-04T00:00:00Z,West Bank and Gaza,XOT,Financial Institutions,BoP Sub-Debt,37270,BANK OF PALESTINE PLC,Active,NA,NA,75,NA,75
2015-12-04T00:00:00Z,Mongolia,MNG,Financial Institutions,Xac Syndication,37610,XACBANK LLC,Active,NA,NA,15,NA,15
2015-12-04T00:00:00Z,China,CHA,Funds,SBCVC V,37675,SBCVC MANAGEMENT V LP,Active,NA,NA,NA,25,25
2015-12-04T00:00:00Z,Greece,GRE,Financial Institutions,NBG Equity,37786,NATIONAL BANK OF GREECE S.A.,Completed,NA,NA,NA,55.02,55.02
2015-12-03T00:00:00Z,World Region,WLD,Financial Institutions,Kreditech,37519,Kreditech Holding SSL GmbH,Active,NA,NA,NA,10.92,10.92
2015-12-02T00:00:00Z,"Hong Kong SAR, China",HKG,Manufacturing,Johnson Electric,34936,Johnson Electric Holdings Limited,Active,NA,NA,75,NA,75
2015-12-01T00:00:00Z,India,IND,Infrastructure,Continental Warehousing Corporation (Nhava Seva) Limited,36727,CONTINENTAL WAREHOUSING CORPORATION (NHAVA SEVA) LIMITED,Active,NA,NA,59.64,24.85,84.49
2015-11-30T00:00:00Z,Argentina,ARG,Financial Institutions,Afluenta,37584,AFLUENTA S.A.,Active,NA,NA,NA,4,4
2015-11-30T00:00:00Z,Cambodia,KAM,Financial Institutions,ACLEDAGenderLoan,37594,ACLEDA BANK PLC.,Active,NA,NA,100,NA,100
2015-11-25T00:00:00Z,India,IND,Financial Institutions,Tata Housing,36345,TATA CAPITAL HOUSING FINANCE LIMITED,Active,NA,NA,61.51,NA,61.51
2015-11-24T00:00:00Z,Guinea,GUI,"Oil, Gas, and Mining",CBG Expansion,34203,COMPAGNIE DES BAUXITES DE GUINEE SA,Active,3.3,NA,135,NA,138.3
2015-11-24T00:00:00Z,Greece,GRE,Financial Institutions,Eurobank Equity,37645,EUROBANK ERGASIAS S.A.,Active,NA,NA,NA,165.06,165.06
2015-11-24T00:00:00Z,Greece,GRE,Financial Institutions,Alpha Bank Recap,37788,ALPHA BANK A.E.,Active,NA,NA,NA,165.06,165.06
2015-11-24T00:00:00Z,Greece,GRE,Financial Institutions,Piraeus Bk Recap,37865,PIRAEUS BANK S.A.,Completed,NA,NA,NA,165.06,165.06
2015-11-23T00:00:00Z,Lebanon,LEB,Financial Institutions,BLC SME RSF,36295,BLC BANK SAL,Active,NA,10,NA,NA,10
2015-11-22T00:00:00Z,India,IND,Financial Institutions,PNBHF Green bond,37417,P N B Housing Finance Limited,Active,NA,NA,75,NA,75
2015-11-20T00:00:00Z,Colombia,CLM,Funds,"Ashmore Andean Fund II, LP",37375,ASHMORE ANDEAN FUND II LP,Active,NA,NA,NA,25,25
2015-11-20T00:00:00Z,Brazil,BRA,Financial Institutions,Bradesco SME,37649,BANCO BRADESCO S.A.,Active,NA,NA,150,NA,150
2015-11-19T00:00:00Z,World Region,WLD,Financial Institutions,GTST Trident,36113,ENGIE SA,Pending Approval,NA,NA,160,NA,160
2015-11-16T00:00:00Z,Poland,POL,Financial Institutions,RLPL SL,37365,RAIFFEISEN LEASING POLSKA S A,Active,NA,NA,75,NA,75
2015-11-13T00:00:00Z,Belarus,BLR,"Tourism, Retail, and Property",Rubliovskiy IV,37676,MILLEX INTERNATIONAL LIMITED,Completed,NA,NA,10,20,30
2015-11-12T00:00:00Z,China,CHA,Infrastructure,CTEG Water,34756,CT ENVIRONMENTAL GROUP LIMITED,Hold,NA,NA,NA,NA,NA
2015-11-12T00:00:00Z,Turkey,TUR,Financial Institutions,Fibabanka Equity,36167,FIBABANKA A S,Active,NA,NA,50,50,100
2015-11-12T00:00:00Z,Nigeria,NIR,Financial Institutions,WCSS Zenith,36982,ZENITH BANK PLC,Completed,NA,NA,NA,NA,NA
2015-11-11T00:00:00Z,Turkey,TUR,Infrastructure,AkCez II,36711,AKCEZ ENERJI YATIRIMLARI SANAYI VE TICARET AS,Active,NA,NA,105.68,NA,105.68
2015-11-11T00:00:00Z,Mongolia,MNG,"Tourism, Retail, and Property",Ibis Mongolia,37451,MMC POLARIS LLC,Active,NA,NA,6.5,NA,6.5
2015-11-11T00:00:00Z,Cambodia,KAM,Financial Institutions,Amret AB Loan,37505,AMRET PLC,Active,NA,NA,10,NA,10
2015-11-10T00:00:00Z,Romania,ROM,Agribusiness and Forestry,T-O Racova,37405,Aragvi Holding International Limited,Hold,NA,NA,NA,NA,NA
2015-11-09T00:00:00Z,Africa Region,AFR,"Tourism, Retail, and Property",Africa Real Estate Platform,36873,GROWTHPOINT INVESTEC AFRICAN PROPERTIES LIMITED,Active,NA,NA,NA,40.5,40.5
2015-11-09T00:00:00Z,Morocco,MYC,Financial Institutions,Al Amana IS II,37152,ASSOCIATION AL AMANA POUR LA PROMOTION DES MICROENTREPRISES,Active,NA,NA,6.55,NA,6.55
2015-11-04T00:00:00Z,India,IND,Infrastructure,Azure Karnataka,36716,AZURE POWER INDIA PRIVATE LIMITED,Pending Approval,NA,NA,29.9,NA,29.9
2015-11-04T00:00:00Z,Colombia,CLM,Financial Institutions,Bancamia Bond II,37072,BANCO DE LAS MICROFINANZAS BANCAMIA S A,Completed,NA,NA,16.09,NA,16.09
2015-11-03T00:00:00Z,India,IND,Financial Institutions,Tata SME Rural,36347,TATA CAPITAL FINANCIAL SERVICES LIMITED,Active,NA,NA,41,NA,41
2015-11-02T00:00:00Z,"Egypt, Arab Republic of",EGT,Financial Institutions,NBK - Egypt,37029,NATIONAL BANK OF KUWAIT-EGYPT SAE,Active,NA,NA,50,NA,50
2015-10-30T00:00:00Z,Timor-Leste,TMP,Financial Institutions,TRM Loan II,34884,KAEBAUK INVESTIMENTU NO FINANSA,Completed,NA,NA,1,NA,1
2015-10-28T00:00:00Z,Kenya,KEN,Financial Institutions,Coop Bank II,35393,THE CO-OPERATIVE BANK OF KENYA LIMITED,Active,NA,NA,60,NA,60
2015-10-26T00:00:00Z,Kenya,KEN,Financial Institutions,STANLIB Fahari I-REIT,36844,STANLIB KENYA LIMITED,Active,NA,NA,NA,15,15
2015-10-23T00:00:00Z,Bolivia,BOL,Financial Institutions,Ganadero Loan,35504,BANCO GANADERO S.A.,Active,NA,NA,15,NA,15
2015-10-23T00:00:00Z,Philippines,PHL,Financial Institutions,RCBC Bond,37489,RIZAL COMMERCIAL BANKING CORPORATION,Active,NA,NA,75,NA,75
2015-10-22T00:00:00Z,"Congo, Democratic Republic of",ZAI,"Oil, Gas, and Mining",Kipoi Copper,36313,TIGER RESOURCES LIMITED,Active,NA,NA,40.5,5,45.5
2015-10-21T00:00:00Z,Indonesia,INS,Financial Institutions,IIF A&B Loan 2,37299,PT INDONESIA INFRASTRUCTURE FINANCE,Completed,NA,NA,15,NA,15
2015-10-20T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Belagricola,34883,BELAGRICOLA COMERCIO E REPRESENTACAO DE PRODUTOS AGRICOLAS LTDA,Active,NA,NA,35,NA,35
2015-10-19T00:00:00Z,Ghana,GHA,Infrastructure,Meridian Port Services Limited,36706,MERIDIAN PORT SERVICES LIMITED,Active,NA,NA,250,NA,250
2015-10-15T00:00:00Z,Latin America Region,LAC,Funds,Australis Partners Fund LP,37396,AUSTRALIS PARTNERS LP,Active,NA,NA,NA,80,80
2015-10-14T00:00:00Z,China,CHA,Health and Education,UFH Guangzhou Loan,35988,GUANGZHOU UNITED FAMILY HOSPITAL LIMITED,Active,NA,NA,60,NA,60
2015-10-14T00:00:00Z,Iraq,IRQ,Infrastructure,MGES Power,37045,Mass Global Energy Suleimanya,Active,NA,NA,125,125,250
2015-10-10T00:00:00Z,India,IND,Agribusiness and Forestry,ESIP Supermarket Grocery Supplies,37605,SUPERMARKET GROCERY SUPPLIES PRIVATE LIMITED,Active,NA,NA,NA,25,25
2015-10-05T00:00:00Z,Dominican Republic,DOM,Financial Institutions,ADOPEM Loan,37282,Banco de Ahorro y Credito ADOPEM,Active,NA,NA,9.91,NA,9.91
2015-10-05T00:00:00Z,World Region,WLD,Infrastructure,MSC Shipmanagement Limited,37454,MSC SHIPMANAGEMENT LIMITED,Active,NA,NA,70,NA,70
2015-10-02T00:00:00Z,Mexico,MXC,Funds,Credit Suisse Mexico Credit Opportunities Trust II,36395,Credit Suisse Opportunity Trust II,Active,NA,NA,NA,22.5,22.5
2015-10-02T00:00:00Z,Mexico,MXC,"Oil, Gas, and Mining",Citla Energy,37179,"CITLA ENERGY, S.A.P.I. DE C.V.",Active,NA,NA,NA,60,60
2015-10-02T00:00:00Z,World Region,WLD,"Telecommunications, Media, and Technology",O3B II,37425,O3B NETWORKS LTD,Completed,NA,NA,4.2,NA,4.2
2015-10-01T00:00:00Z,Indonesia,INS,Funds,"Falcon House Partners Fund II, L.P.",36865,FALCON HOUSE PARTNERS FUND II LTD,Active,NA,NA,NA,30,30
2015-09-30T00:00:00Z,Afghanistan,AFG,Financial Institutions,AIB Equity,37054,AFGHANISTAN INTERNATIONAL BANK,Active,NA,NA,NA,10,10
2015-09-29T00:00:00Z,World Region,WLD,Funds,ESIP Learn Capital Coinvestment Fund,37243,LEARN CAPITAL-IC LP,Pending Approval,NA,NA,NA,15,15
2015-09-24T00:00:00Z,Fiji,FIJ,"Tourism, Retail, and Property",Vision Fiji,36586,VISION INVESTMENTS LIMITED,Active,NA,NA,NA,5,5
2015-09-22T00:00:00Z,Brazil,BRA,Health and Education,Anima Growth,37083,ANIMA HOLDING S.A.,Active,NA,NA,50,NA,50
2015-09-21T00:00:00Z,World Region,WLD,Funds,Accion FI Fund,36362,Accion Frontier Inclusion Fund L.P.,Active,NA,NA,NA,15,15
2015-09-18T00:00:00Z,India,IND,Financial Institutions,CAPF NCD 2015,36757,IDFC FIRST BANK LIMITED,Active,NA,NA,52.5,NA,52.5
2015-09-16T00:00:00Z,Vietnam,VNM,Agribusiness and Forestry,Anova,36286,ANOVA CORPORATION,Active,NA,NA,15.11,NA,15.11
2015-09-16T00:00:00Z,Kenya,KEN,Infrastructure,KTDA Small Hydro,36402,KTDA POWER COMPANY LTD,Active,NA,NA,12.5,NA,12.5
2015-09-16T00:00:00Z,Myanmar,BUA,Infrastructure,Myingyan,36627,SEMBCORP UTILITIES PTE LTD,Pending Approval,NA,NA,75,NA,75
2015-09-16T00:00:00Z,Chile,CHL,Financial Institutions,Itau Chile CL,36700,Itau Corpbanca,Active,NA,NA,100,NA,100
2015-09-16T00:00:00Z,Panama,PAN,Financial Institutions,BG Loan 2,37128,Banco General S.A.,Active,NA,NA,100,NA,100
2015-09-14T00:00:00Z,Nigeria,NIR,Health and Education,Hygeia 2014,36007,HYGEIA NIGERIA LIMITED,Completed,NA,NA,NA,12.4,12.4
2015-09-14T00:00:00Z,Ecuador,ECU,Agribusiness and Forestry,Omarsa Ecuador,36819,Operadora y Procesadora de Productos Marinos Omarsa S.A.,Active,NA,NA,10,NA,10
2015-09-11T00:00:00Z,Madagascar,MAG,Agribusiness and Forestry,SMTP Madagascar,36704,SOCIETE MALGACHE DE TRANSFORMATION DES PLASTIQUES SA,Active,NA,NA,1.5,NA,1.5
